Lead_ID,Lead_Date,Company_Name,Region,City,Equipment_Type,Lead_Source,Sales_Rep,Current_Stage,Quotation_Date,Negotiation_Date,Closing_Date,Deal_Value_IDR,Lost_At_Stage,Lost_Reason,Stage_Order,Reached_Lead,Reached_Quotation,Reached_Negotiation,Reached_Closed_Won
LD-0878,2025-12-25,PT Mitra Konstruksi 879,Jawa,Bandung,Skylift,Google Ads,Dewi Lestari,Closed Lost,2025-12-27,2026-01-04,,,Negotiation,No response / went cold,5,1,1,1,0
LD-0020,2022-08-28,PT Mitra Konstruksi 021,Bali,Gianyar,Crane,Email,Andi Pratama,Closed Lost,2022-08-29,,,,Quotation Sent,Chose competitor,5,1,1,0,0
LD-0086,2022-12-23,PT Mitra Konstruksi 087,Jawa,Jakarta,SKYLIFT,web site,SARI RAHMAWATI,closed lost,29-Dec-2022,2023-01-06,,,Negotiation,Budget not approved,5,1,1,1,0
LD-0212,2023-06-14,PT Mitra Konstruksi 213,Jawa,Sidoarjo,Crane,Website,Fajar Nugroho,Closed Lost,,,,,Lead In,No response / went cold,5,1,0,0,0
LD-0665,2025-02-17,PT Mitra Konstruksi 666,Bali,Badung,Carmix,WhatsApp,Dewi Lestari,Closed Lost,2025-02-23,2025-02-25,,,Negotiation,No response / went cold,5,1,1,1,0
LD-0614,2024-12-14,PT Mitra Konstruksi 615,Jawa,Semarang,SKYLIFT,Whats App,Vino J.,Closed Lost,,,,,Lead In,No response / went cold,5,1,0,0,0
LD-0935,2026-03-03,PT Mitra Konstruksi 936,Sumatra,Batam,Boom Lift,WhatsApp,Vino Jayrasta,Closed Won,2026-03-04,2026-03-11,2026-03-17,12000000.0,,,4,1,1,1,1
LD-0693,2025-03-26,PT Mitra Konstruksi 694,Jawa,Gresik,Boom Lift,WhatsApp,Vino Jayrasta,Closed Lost,,,,,Lead In,No response / went cold,5,1,0,0,0
LD-0703,2025-03-28,PT Mitra Konstruksi 704,bali,Gianyar,CARMIX,EMAIL,Rina Wulandari,Closed Lost,02-Apr-2025,,,,Quotation Sent,No response / went cold,5,1,1,0,0
LD-0989,08-May-2026,PT Mitra Konstruksi 990,Jawa,Sidoarjo,Skylift,Website,Andi Pratama,Closed Lost,2026-05-09,2026-05-14,,,Negotiation,Project postponed/cancelled,5,1,1,1,0
LD-0712,2025-04-03,PT Mitra Konstruksi 713,Bali,Gianyar,Skylift,Email,Fajar Nugroho,Closed Lost,,,,,Lead In,No response / went cold,5,1,0,0,0
LD-0691,2025-03-31,PT Mitra Konstruksi 692,Bali,Gianyar,Boom Lift,WhatsApp,Vino Jayrasta,Closed Lost,2025-04-05,,,,Quotation Sent,No response / went cold,5,1,1,0,0
LD-0286,2023-10-02,PT Mitra Konstruksi 287,Jawa,Gresikk,Scissor Lift,WhatsApp,Vino Jayrasta,Closed Won,2023-10-04,2023-10-11,2023-10-14,18200000.0,,,4,1,1,1,1
LD-0564,2024-10-12,PT Mitra Konstruksi 565,Jawa,Sidoarjo,Boom Lift,Website,Vino Jayrasta,Closed Lost,15.10.2024,2024-10-23,,,Negotiation,No response / went cold,5,1,1,1,0
LD-0231,2023-07-22,PT Mitra Konstruksi 232,Jawa,,Skylift,,,Closed Lost,,,,,Lead In,No response / went cold,5,1,0,0,0
LD-0181,2023-04-10,PT Mitra Konstruksi 182,jawa,Surabaya,crane,WHATSAPP,Andi P,CLOSED LOST,,,,,Lead In,No response / went cold,5,1,0,0,0
LD-0008,2022-08-25,PT Mitra Konstruksi 009   ,Sumatra, Medan , Scissor Lift ,WhatsApp,  Fajar Nugroho,Closed Lost,2022-08-29,,,,Quotation Sent,Price too high,5,1,1,0,0
LD-0867,2025-12-29,PT Mitra Konstruksi 868,Sumatra,Palembang,Scissor Lift,WhatsApp,Vino Jayrasta,Closed Won,2025-12-31,2026-01-09,2026-01-11,5300000.0,,,4,1,1,1,1
LD-0579,2024-10-18, PT Mitra Konstruksi 580 ,Sumatra, Batam ,  Skylift,google ads,  Andi Pratama,Closed Lost,2024-10-22,,,,Quotation Sent,Chose competitor,5,1,1,0,0
LD-0227,2023-06-29,  PT Mitra Konstruksi 228,Jawa,Sidoarjo   , Crane ,Google Ads,  Vino Jayrasta,Closed Lost,,,,,Lead In,No response / went cold,5,1,0,0,0
LD-0119,2023-01-16,PT Mitra Konstruksi 120,Sumatra,Batam,Scissor Lift,WhatsApp,Andi Pratama,Closed Lost,2023-01-17,2023-01-21,,,Negotiation,Chose competitor,5,1,1,1,0
LD-0765,2025-06-09,PT Mitra Konstruksi 766,Jawa,Bandung,Skylift,WhatsApp,Vino Jayrasta,Closed Lost,2025-06-12,,,,Quotation Sent,Chose competitor,5,1,1,0,0
LD-0882,2025-12-08,  PT Mitra Konstruksi 883,Jawa,  Bandung,Scissor  Lift,G-Ads,andi pratama,Closed Won,2025-12-11,2025-12-19,2025-12-28,14600000.0,,,4,1,1,1,1
LD-0126,2023-02-06,PT Mitra Konstruksi 127,Jawa,Bandung,Boom Lift,Google Ads,Eko Kurniawan,Closed Won,2023-02-10,12/02/2023,2023-02-16,26700000.0,,,4,1,1,1,1
LD-0078,2022-11-06,PT Mitra Konstruksi 079,Sumatra,Palembang,Boom Lift,Website,Sari Rahmawati,Closed Won,2022-11-08,2022-11-13,2022-11-24,22400000.0,,,4,1,1,1,1
LD-0305,2023-10-20,PT Mitra Konstruksi 306,Bali,Gianyar,Skylift,Google Ads,Sari Rahmawati,Closed Lost,,,,,Lead In,No response / went cold,5,1,0,0,0
LD-0913,2026-02-19,PT Mitra Konstruksi 914,Jawa,Jakarta,Skylift,Referral,Rina Wulandari,Closed Lost,,,,,Lead In,No response / went cold,5,1,0,0,0
LD-0288,2023-10-27,PT Mitra Konstruksi 289,Jawa,Bandung,Crane,google ads,andi pratama,Closed Lost,2023-10-30,2023-11-01,,,Negotiation,Price too high,5,1,1,1,0
LD-0345,2023-12-20,PT Mitra Konstruksi 346,,,Boom Lift,,,Closed Lost,,,,,Lead In,No response / went cold,5,1,0,0,0
LD-0711,2025-04-30,PT Mitra Konstruksi 712,Jawa,Bandung,BOOM LIFT,website,Vino Jayrasta,CLOSED LOST,2025-05-04,,,,Quotation Sent,Project postponed/cancelled,5,1,1,0,0
LD-0081,20/11/2022,PT Mitra Konstruksi 082,Jawa,Bandung,Boom Lift,WHATSAPP,Rina Wulandari,closed lost,2022-11-23,2022-11-25,,,Negotiation,Budget not approved,5,1,1,1,0
LD-0074,2022-11-26,PT Mitra Konstruksi 075,Jawa,Surabaya,telehandler,G-Ads,Dewi Lestari,Closed Lost,,,,,Lead In,No response / went cold,5,1,0,0,0
LD-0390,2024-02-22,PT Mitra Konstruksi 391,Jawa,Gresik,Crane,Email,Rina Wulandari,Closed Lost,2024-02-28,2024-03-07,,,Negotiation,Chose competitor,5,1,1,1,0
LD-0140,2023-02-15,PT Mitra Konstruksi 141,Jawa,Semarang,Skylift,Google Ads,Andi Pratama,Closed Lost,2023-02-16,2023-02-23,,,Negotiation,No response / went cold,5,1,1,1,0
LD-0258,2023-08-30,PT Mitra Konstruksi 259,Jawa,Semarang,Telehandler,WhatsApp,Vino Jayrasta,Closed Lost,2023-09-04,2023-09-12,,,Negotiation,No response / went cold,5,1,1,1,0
LD-0438,2024-04-12, PT Mitra Konstruksi 439 ,JAWA,  Semarang,boom lift   ,EMAIL, Rina Wulandari ,closed lost,2024-04-17,,,,Quotation Sent,Price too high,5,1,1,0,0
LD-0333,2023-11-17,PT Mitra Konstruksi 334,Jawa,Surabaya,Boom Lift,WhatsApp,Andi Pratama,Lead In,,,,,,,1,1,0,0,0
LD-0885,03/01/2026,PT Mitra Konstruksi 886,Jawa,Semarang,Crane,WhatsApp,Eko Kurniawan,Closed Won,2026-01-09,2026-01-11,2026-01-15,32300000.0,,,4,1,1,1,1
LD-0289,2023-10-23,PT Mitra Konstruksi 290,Jawa,Semarang,Scissor Lift,Email,Budi Santoso,Closed Won,2023-10-25,2023-10-30,2023-11-05,18600000.0,,,4,1,1,1,1
LD-0484,2024-06-22,PT Mitra Konstruksi 485,jawa,Sidoarjo,SKYLIFT,REFERRAL,Dewi Lestari,Closed Lost,2024-06-27,,,,Quotation Sent,Project postponed/cancelled,5,1,1,0,0
LD-0196,2023-05-26,PT Mitra Konstruksi 197,jawa,Sidoarjo,Scissor Lift,website,Rina Wulandari,CLOSED LOST,2023-05-30,,,,Quotation Sent,Chose competitor,5,1,1,0,0
LD-0053,2022-10-31,PT Mitra Konstruksi 054,Bali,Denpasar,Skylift,WhatsApp,Rina Wulandari,Closed Lost,2022-11-01,,,,Quotation Sent,Price too high,5,1,1,0,0
LD-0144,2023-02-13,PT Mitra Konstruksi 145   ,Jawa,Bandung,Boom  Lift,WhatsApp,Vino Jayrasta   ,Closed Lost,2023-02-19,,,,Quotation Sent,No response / went cold,5,1,1,0,0
LD-0067,2022-11-17,PT Mitra Konstruksi 068   ,Jawa,Jakarta,Boom  Lift,WhatsApp, Dewi Lestari ,Closed Lost,2022-11-23,,,,Quotation Sent,Price too high,5,1,1,0,0
LD-0851,2025-11-28,PT Mitra Konstruksi 852,Jawa,Gresik,Carmix,Google Ads,Dewi Lestari,Closed Lost,2025-12-04,2025-12-09,,,Negotiation,Project postponed/cancelled,5,1,1,1,0
LD-0309,2023-10-19,PT Mitra Konstruksi 310,Jawa,Bandung,Scissor Lift,Referral,Vino Jayrasta,Closed Won,2023-10-20,2023-10-25,2023-11-01,10300000.0,,,4,1,1,1,1
LD-0226,2023-06-18,PT Mitra Konstruksi 227,Jawa,Sidoarjo,Boom Lift,WhatsApp,Andi Pratama,Lead In,,,,,,,1,1,0,0,0
LD-0525,2024-08-24,PT Mitra Konstruksi 526,Sumatra,Medan,Boom Lift,WhatsApp,Budi Santoso,Closed Lost,,,,,Lead In,No response / went cold,5,1,0,0,0
LD-1012,2026-07-19,PT Mitra Konstruksi 1013,Jawa,Surabaya,Scissor Lift,Email,Rina Wulandari,Closed Won,2026-07-21,24/07/2026,2026-08-03,14400000.0,,,4,1,1,1,1
LD-0932,2026-03-28,PT Mitra Konstruksi 933,Jawa,Bandung,Crane,Email,Budi Santoso,Closed Lost,2026-03-30,2026-04-05,,,Negotiation,Price too high,5,1,1,1,0
LD-0444,2024-04-10,PT Mitra Konstruksi 445,,,Boomlift,,,Closed Lost,2024-04-12,,,,Quotation Sent,Budget not approved,5,1,1,0,0
LD-0022,2022-08-28,PT Mitra Konstruksi 023,Jawa,Surabaya,Scissor Lift,WhatsApp,Eko Kurniawan,Closed Lost,,,,,Lead In,No response / went cold,5,1,0,0,0
LD-0412,12.03.2024,PT Mitra Konstruksi 413,Jawa,Jakarta,Boom Lift,Email,Sari Rahmawati,Lead In,,,,,,,1,1,0,0,0
LD-0567,2024-10-16,PT Mitra Konstruksi 568,Jawa,Bandung,Scissor Lift,Google Ads,Sari Rahmawati,Lead In,,,,,,,1,1,0,0,0
LD-0093,03.12.2022,PT Mitra Konstruksi 094,Jawa,Surabaya,Telehandler,referal,Rina Wulandari,Closed Won,2022-12-06,2022-12-10,2022-12-22,10900000.0,,,4,1,1,1,1
LD-0871,2025-12-29,PT Mitra Konstruksi 872,Bali,Badung,Boom Lift,Google Ads,Vino Jayrasta,Closed Lost,02.01.2026,,,,Quotation Sent,No response / went cold,5,1,1,0,0
LD-0337,2023-11-16,PT Mitra Konstruksi 338,Sumatra,Batam,Carmix,whatsapp,Sari R.,Closed Lost,,,,,Lead In,No response / went cold,5,1,0,0,0
LD-0127,2023-02-03,PT Mitra Konstruksi 128,Jawa,Sidoarjo,Scissor Lift,Email,Dewi Lestari,Closed Lost,2023-02-07,,,,Quotation Sent,No response / went cold,5,1,1,0,0
LD-0049,2022-10-25,PT Mitra Konstruksi 050,Jawa,Bandung,Scissor  Lift,whatsapp,budi santoso,Closed Lost,30.10.2022,2022-11-02,,,Negotiation,Price too high,5,1,1,1,0
LD-0796,2025-08-31,PT Mitra Konstruksi 797,Bali,Denpasar,Skylift,WhatsApp,Andi Pratama,Closed Won,05.09.2025,10-Sep-2025,2025-09-19,13000000.0,,,4,1,1,1,1
LD-0353,2024-01-30,PT Mitra Konstruksi 354,,,Telehandler,,,Closed Lost,2024-02-05,12-Feb-2024,,,Negotiation,Project postponed/cancelled,5,1,1,1,0
LD-0294,2023-10-17,PT Mitra Konstruksi 295,Jawa,Jakarta,skylift,Whatsapp,Vino Jayrasta,Closed Lost,2023-10-21,,,,Quotation Sent,Budget not approved,5,1,1,0,0
LD-0850,2025-11-05,PT Mitra Konstruksi 851,Jawa,Surabaya,boom lift,WA,Andi P,Closed Lost,,,,,Lead In,No response / went cold,5,1,0,0,0
LD-0863,2025-12-03,PT Mitra Konstruksi 864,Jawa,Gresik,Boom Lift,Website,Fajar Nugroho,Closed Lost,2025-12-09,,,,Quotation Sent,Project postponed/cancelled,5,1,1,0,0
LD-0237,2023-07-16,PT Mitra Konstruksi 238,Sumatra,Medan,Carmix,Website,Dewi Lestari,Closed Lost,2023-07-22,,,,Quotation Sent,Project postponed/cancelled,5,1,1,0,0
LD-0754,2025-06-09,PT Mitra Konstruksi 755,,,Boom Lift,,,Lead In,,,,,,,1,1,0,0,0
LD-0744,20-May-2025,PT Mitra Konstruksi 745,Jawa,Bandung,Scissor Lift,Google Ads,Andi Pratama,Closed Lost,,,,,Lead In,No response / went cold,5,1,0,0,0
LD-0133,2023-02-22,PT Mitra Konstruksi 134,Bali,Gianyar,Telehandler,Referral,Dewi Lestari,Closed Won,2023-02-25,2023-03-03,15.03.2023,15100000.0,,,4,1,1,1,1
LD-0447,2024-04-29,PT Mitra Konstruksi 448,Bali,Denpassar,Boom Lift,WhatsApp,Fajar Nugroho,Closed Lost,2024-05-03,,,,Quotation Sent,Budget not approved,5,1,1,0,0
LD-0607,2024-12-03,PT Mitra Konstruksi 608,Jawa,Semarang,ScissorLift,email,Eko Kurniawan,Closed Lost,2024-12-07,2024-12-14,,,Negotiation,Budget not approved,5,1,1,1,0
LD-0764,2025-06-28,PT Mitra Konstruksi 765,Sumatra,Medan,Boom Lift,Google Ads,Vino Jayrasta,Closed Won,2025-06-30,2025-07-06,08.07.2025,29900000.0,,,4,1,1,1,1
LD-0609,07-Dec-2024,PT Mitra Konstruksi 610,Jawa,,Scissor Lift,,,Closed Lost,2024-12-08,,,,Quotation Sent,Project postponed/cancelled,5,1,1,0,0
LD-0490,2024-06-12,PT Mitra Konstruksi 491,Jawa,,Carmix,,Andi Pratama,Closed Won,2024-06-16,2024-06-20,2024-06-28,32700000.0,,,4,1,1,1,1
LD-0241,2023-07-21,PT Mitra Konstruksi 242,Jawa,Sidoarjo,Scissor Lift,Google Ads,Fajar Nugroho,Closed Lost,,,,,Lead In,No response / went cold,5,1,0,0,0
LD-0511,2024-07-29,PT Mitra Konstruksi 512,Jawa,Jakarta,Scissor Lift,Website,Andi Pratama,Lead In,,,,,,,1,1,0,0,0
LD-0858,2025-11-24,PT Mitra Konstruksi 859,Jawa,,Crane,,,Closed Lost,2025-11-29,2025-12-06,,,Negotiation,No response / went cold,5,1,1,1,0
LD-0603,2024-12-10,PT Mitra Konstruksi 604,Sumatra,Palembang,Scissor Lift,Website,Vino Jayrasta,Closed Lost,14-Dec-2024,2024-12-19,,,Negotiation,No response / went cold,5,1,1,1,0
LD-0153,2023-03-15,PT Mitra Konstruksi 154,Jawa,Sidoarjo,Crane,Referral,Vino Jayrasta,Closed Lost,2023-03-21,2023-03-27,,,Negotiation,No response / went cold,5,1,1,1,0
LD-0577,18.10.2024,PT Mitra Konstruksi 578,Jawa,Semarang,Skylift,WhatsApp,Rina Wulandari,Closed Lost,,,,,Lead In,No response / went cold,5,1,0,0,0
LD-0652,2025-01-05,PT Mitra Konstruksi 653,Sumatra,Medan,Boomlift,Web,budi santoso,Closed Lost,2025-01-10,,,,Quotation Sent,Chose competitor,5,1,1,0,0
LD-0100,2022-12-16, PT Mitra Konstruksi 101 ,JAWA,Bandung,  boom lift,GOOGLE ADS,Andi  Pratama,closed lost,2022-12-18,2022-12-26,,,Negotiation,No response / went cold,5,1,1,1,0
LD-0959,2026-04-07,PT Mitra Konstruksi 960,Jawa,Gresik,Skylift,Website,Budi Santoso,Closed Lost,2026-04-12,2026-04-18,,,Negotiation,Budget not approved,5,1,1,1,0
LD-0641,2025-01-12,PT  Mitra Konstruksi 642,Jawa, Sidoarjo ,Boom  Lift,Referral,Andi Pratama   ,Closed Lost,2025-01-16,2025-01-22,,,Negotiation,Budget not approved,5,1,1,1,0
LD-0790,2025-08-01,PT Mitra Konstruksi 791,Jawa,Gresik,Crane,google ads,Budi Santoso,CLOSED LOST,2025-08-07,,,,Quotation Sent,Price too high,5,1,1,0,0
LD-0365,2024-01-19,PT Mitra Konstruksi 366,Bali,Gianyar,Crane,WhatsApp,Andi Pratama,Closed Lost,2024-01-20,,,,Quotation Sent,Project postponed/cancelled,5,1,1,0,0
LD-0707,2025-04-07,PT Mitra Konstruksi 708,Bali,Badung,Telehandler,Email,Rina Wulandari,Closed Lost,2025-04-09,2025-04-13,,,Negotiation,Project postponed/cancelled,5,1,1,1,0
LD-0828,2025-10-26,PT Mitra Konstruksi 829,Jawa,Jakarta,Scissor Lift,Google Ads,Fajar Nugroho,Closed Lost,2025-11-01,2025-11-03,,,Negotiation,No response / went cold,5,1,1,1,0
LD-0499,2024-07-03,PT Mitra Konstruksi 500,Jawa,Semarang,Scissor  Lift,google ads,Eko Kurniawan,Closed Won,2024-07-06,2024-07-13,2024-06-20,5200000.0,,,4,1,1,1,1
LD-1013,2026-07-20,PT Mitra Konstruksi 1014,Jawa,Sidoarjo,Boom Lift,Email,Dewi Lestari,Closed Won,2026-07-26,2026-08-02,2026-08-15,31400000.0,,,4,1,1,1,1
LD-0880,2025-12-15,PT Mitra Konstruksi 881,Jawa,Bandung,Telehandler,Email,Rina Wulandari,Closed Won,2025-12-18,2025-12-22,2025-12-31,-11800000.0,,,4,1,1,1,1
LD-0035,2022-09-13,PT Mitra Konstruksi 036,,,scissor lift,,,CLOSED LOST,,,,,Lead In,No response / went cold,5,1,0,0,0
LD-0129,2023-02-11,PT Mitra Konstruksi 130,Sumatra,Medan,Boomlift,email,vino jayrasta,Closed Lost,2023-02-17,,,,Quotation Sent,Price too high,5,1,1,0,0
LD-0569,2024-10-12,PT Mitra Konstruksi 570,Jawa,Sidoarjo,Telehandler,WhatsApp,Budi Santoso,Closed Lost,,,,,Lead In,No response / went cold,5,1,0,0,0
LD-0823,2025-10-24,PT Mitra Konstruksi 824,SUMATRA,Palembang,Boom Lift,Google Ads,Rina Wulandari,Closed Lost,27.10.2025,2025-10-30,,,Negotiation,Project postponed/cancelled,5,1,1,1,0
LD-0266,03/08/2023,PT Mitra Konstruksi 267,Sumatra,Batam,Crane,WhatsApp,Sari Rahmawati,Closed Lost,2023-08-06,,,,Quotation Sent,Budget not approved,5,1,1,0,0
LD-0190,2023-05-13,PT Mitra Konstruksi 191,Sumatra,Palembang,BOOM LIFT ,email,vino jayrasta,CLOSED LOST,2023-05-15,,,,Quotation Sent,Price too high,5,1,1,0,0
LD-0874,2025-12-02,PT Mitra Konstruksi 875,Bali,Denpassar,Skylift,WhatsApp,Andi Pratama,Closed Lost,2025-12-08,,,,Quotation Sent,Price too high,5,1,1,0,0
LD-0125,2023-02-24,PT Mitra Konstruksi 126,Jawa,Jakarta,Scissor Lift,WhatsApp,Sari Rahmawati,Closed Won,2023-02-25,2023-03-01,2023-03-14,11800000.0,,,4,1,1,1,1
LD-0480,2024-06-11,PT Mitra Konstruksi 481,Bali,Denpasar,Boom Lift,WhatsApp,Vino Jayrasta,Closed Won,2024-06-14,2024-06-19,2024-07-01,15500000.0,,,4,1,1,1,1
LD-0267,2023-09-01,PT Mitra Konstruksi 268,Jawa,Sidoarjo,Boomlift,G-Ads,Vino J.,Closed Lost,,,,,Lead In,No response / went cold,5,1,0,0,0
LD-0250,27-Aug-2023,PT Mitra Konstruksi 251,Sumatra,Palembang,Skylift,Google Ads,Sari Rahmawati,Closed Lost,01-Sep-2023,,,,Quotation Sent,Price too high,5,1,1,0,0
LD-0687,2025-03-20,PT Mitra Konstruksi 688,JAWA,Sidoarjo,TELEHANDLER,Google Ads,Rina Wulandari,closed lost,2025-03-26,,,,Quotation Sent,Price too high,5,1,1,0,0
LD-0892,2026-01-12,PT Mitra Konstruksi 893,Bali,Gianyar,Skylift,WhatsApp,Vino Jayrasta,Closed Lost,18.01.2026,,,,Quotation Sent,Project postponed/cancelled,5,1,1,0,0
LD-0213,2023-06-19,  PT Mitra Konstruksi 214,Sumatra, Batam ,  Scissor Lift,Website,  Sari Rahmawati,Closed Lost,2023-06-24,,,,Quotation Sent,Price too high,5,1,1,0,0
LD-0605,2024-12-27,PT Mitra Konstruksi 606,Jawa,Semarang,Boom Lift,Google Ads,Fajar Nugroho,Closed Lost,2024-12-31,,,,Quotation Sent,Price too high,5,1,1,0,0
LD-0203,2023-05-26,PT Mitra Konstruksi 204,JAWA,Sidoarjo,scissor lift,WHATSAPP,Rina Wulandari,CLOSED LOST,2023-05-31,2023-06-08,,,Negotiation,Budget not approved,5,1,1,1,0
LD-0167,2023-04-25,PT Mitra Konstruksi 168,Jawa,Surabaya,Scissor Lift,WhatsApp,Budi Santoso,Closed Lost,2023-05-01,,,,Quotation Sent,Chose competitor,5,1,1,0,0
LD-0848,2025-11-09,PT Mitra Konstruksi 849,Jawa,Semarang,Scissor Lift,WhatsApp,Eko Kurniawan,Closed Lost,2025-11-12,2025-11-21,,,Negotiation,Price too high,5,1,1,1,0
LD-0410,2024-03-17,PT Mitra Konstruksi 411,Bali,Denpasar,Boom Lift,Google Ads,Rina Wulandari,Closed Lost,2024-03-22,,,,Quotation Sent,Chose competitor,5,1,1,0,0
LD-0875,2025-12-01,PT Mitra Konstruksi 876,Jawa,Bandung,BOOM LIFT,google ads,Dewi Lestari,CLOSED LOST,,,,,Lead In,No response / went cold,5,1,0,0,0
LD-0362,2024-01-16,PT Mitra Konstruksi 363,Jawa,Surabaya,Crane,Email,Budi Santoso,Closed Lost,,,,,Lead In,No response / went cold,5,1,0,0,0
LD-0544,2024-09-05,PT Mitra Konstruksi 545,Jawa,Sidoarjo,Boom Lift,Referral,Rina Wulandari,Closed Lost,,,,,Lead In,No response / went cold,5,1,0,0,0
LD-0750,2025-06-22,PT Mitra Konstruksi 751,Jawa,Jakarta,Skylift,WhatsApp,Fajar Nugroho,Closed Lost,,,,,Lead In,No response / went cold,5,1,0,0,0
LD-0063,2022-11-08,PT Mitra Konstruksi 064,Jawa,Sidoarjo,Scissor Lift,Website,Budi Santoso,Closed Lost,,,,,Lead In,No response / went cold,5,1,0,0,0
LD-0996,2026-06-13,PT Mitra Konstruksi 997,Jawa,Sidoarjo,Boom Lift,Referral,Vino Jayrasta,Closed Lost,15/06/2026,,,,Quotation Sent,Price too high,5,1,1,0,0
LD-0065,02-Nov-2022,PT Mitra Konstruksi 066,Sumatra,Batam,Boom Lift,WhatsApp,Rina Wulandari,Closed Lost,08.11.2022,2022-11-12,,,Negotiation,Budget not approved,5,1,1,1,0
LD-0987,2026-05-12,PT Mitra Konstruksi 988,Jawa,Semarang,Telehandler,WhatsApp,Dewi Lestari,Closed Won,2026-05-17,25/05/2026,2026-06-05,15500000.0,,,4,1,1,1,1
LD-0265,2023-08-28,PT Mitra Konstruksi 266,Jawa,Gresik,Scissor Lift,Web,Andi Pratama,Closed Lost,2023-08-30,04/09/2023,,,Negotiation,Project postponed/cancelled,5,1,1,1,0
LD-0468,2024-05-29,PT Mitra Konstruksi 469,Jawa,Gresik,Telehandler,Google Ads,Andi Pratama,Closed Lost,2024-05-30,2024-06-05,,,Negotiation,No response / went cold,5,1,1,1,0
LD-0349,09/12/2023,PT Mitra Konstruksi 350,Sumatra,Palembang,Crane,WhatsApp,Dewi Lestari,Closed Lost,2023-12-12,2023-12-16,,,Negotiation,No response / went cold,5,1,1,1,0
LD-0207,2023-05-23,PT Mitra Konstruksi 208,Bali,Gianyar,Scissor Lift,Website,Andi Pratama,Closed Lost,2023-05-28,2023-06-03,,,Negotiation,Budget not approved,5,1,1,1,0
LD-0160,2023-03-30,PT Mitra Konstruksi 161,Sumatra,Palembang,Carmix,Google Ads,Andi Pratama,Closed Won,2023-04-03,2023-04-11,2023-04-16,18600000.0,,,4,1,1,1,1
LD-0845,2025-11-30,PT Mitra Konstruksi 846,Jawa,Sidoarjo,Boom Lift,Website,Vino Jayrasta,Closed Lost,2025-12-01,,,,Quotation Sent,No response / went cold,5,1,1,0,0
LD-0019,20.08.2022,PT Mitra Konstruksi 020,Sumatra,Palembang,Scissor Lift,WhatsApp,Fajar Nugroho,Closed Lost,2022-08-26,,,,Quotation Sent,No response / went cold,5,1,1,0,0
LD-0108,2023-01-04,PT Mitra Konstruksi 109,Bali,Denpasar,Scissor Lift,WhatsApp,Rina Wulandari,Closed Lost,,,,,Lead In,No response / went cold,5,1,0,0,0
LD-0437,07-Apr-2024,PT Mitra Konstruksi 438   ,Bali, Gianyar , telehandler ,WEBSITE, Vino Jayrasta ,closed lost,,,,,Lead In,No response / went cold,5,1,0,0,0
LD-0379,2024-02-06,PT Mitra Konstruksi 380,Jawa,Gresik,Tele Handler,G-Ads,andi pratama,Closed Won,2024-02-10,2024-02-17,2024-02-22,24800000.0,,,4,1,1,1,1
LD-0025,2022-09-18,PT Mitra Konstruksi 026,Jawa,Sidoarjo,Scissor Lift,Google Ads,Eko Kurniawan,Closed Won,2022-09-22,2022-09-28,07.10.2022,,,,4,1,1,1,1
LD-0393,2024-02-22,PT Mitra Konstruksi 394,Bali,Denpasar,Scissor Lift,WhatsApp,Budi Santoso,Lead In,,,,,,,1,1,0,0,0
LD-0298,2023-10-05,PT Mitra Konstruksi 299,Sumatra,Batam,Crane,WhatsApp,Sari Rahmawati,Closed Lost,,,,,Lead In,No response / went cold,5,1,0,0,0
LD-0898,2026-01-30,PT Mitra Konstruksi 899,Jawa,Gresik,BOOM LIFT ,referal,budi santoso,Closed Lost,2026-02-03,2026-02-12,,,Negotiation,Chose competitor,5,1,1,1,0
LD-0384,2024-02-27,PT Mitra Konstruksi 385,Sumatra,Palembang,Boom Lift,Google Ads,Budi Santoso,Closed Lost,2024-03-03,2024-03-08,,,Negotiation,No response / went cold,5,1,1,1,0
LD-0405,13/03/2024,PT Mitra Konstruksi 406,Bali,Badung,Boom Lift,Email,Vino Jayrasta,Closed Lost,,,,,Lead In,No response / went cold,5,1,0,0,0
LD-0440,2024-04-22,PT Mitra Konstruksi 441,Sumatra,Batam,Tele Handler,GOOGLE ADS,Fajar Nugroho,CLOSED LOST,2024-04-25,,,,Quotation Sent,No response / went cold,5,1,1,0,0
LD-0588,2024-11-04,PT Mitra Konstruksi 589,Bali,Denpasar,Skylift,WhatsApp,Sari Rahmawati,Closed Lost,2024-11-10,2024-11-18,,,Negotiation,Project postponed/cancelled,5,1,1,1,0
LD-0033,2022-09-23,PT Mitra Konstruksi 034,Jawa,Sidoarjo,Boom Lift,Google Ads,Vino Jayrasta,Closed Lost,2022-09-29,2022-10-02,,,Negotiation,Price too high,5,1,1,1,0
LD-0091,2022-12-23,PT Mitra Konstruksi 092,jawa,Bandung,carmix,email,Vino Jayrasta,Lead In,,,,,,,1,1,0,0,0
LD-0307,2023-10-29,PT Mitra Konstruksi 308,JAWA,Jakarta,scissor lift,whatsapp,Dewi Lestari,closed lost,2023-10-30,2023-11-08,,,Negotiation,Chose competitor,5,1,1,1,0
LD-0331,27-Nov-2023,PT  Mitra Konstruksi 332,Bali,  Badung,Crane   ,Web,VINO JAYRASTA,Closed Lost,,,,,Lead In,No response / went cold,5,1,0,0,0
